NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
136;U143612442090;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
137;U143612442091;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
138;U143612442094;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
139;U143612442098;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
140;U143612442101;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
141;U143612442102;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
142;U143612442103;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;Código poco legible;
143;U144712462074;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
144;U144712462076;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
145;U144712462081;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
146;U144712462087;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
147;U144712462089;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
148;U144712462090;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
149;U144712462099;UND;SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST;BUENO;REDONDA;
150;U147111640703;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
151;U147111640747;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
152;U147111640748;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
153;U147111640749;UND;MESA MESA METALICA BIPERSONAL MEDIDAS 120X60X75 CMS.;BUENO;;
154;U147121716885;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA DE 1000VA;BUENO;;
155;U147121716889;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA DE 1000VA;BUENO;;
156;U147121716890;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA DE 1000VA;BUENO;Movido al 236-46;
